"Symbol"	"Entrez"	"Description"
"Hs3st1"	"15476"	"heparan sulfate (glucosamine) 3-O-sulfotransferase 1"
"Serpinb1b"	"282663"	"serine (or cysteine) peptidase inhibitor, clade B, member 1b"
"Zfp11"	"22648"	"zinc finger protein 11"
"Zfp455"	"218311"	"zinc finger protein 455"
"Rhox11"	"194738"	"reproductive homeobox 11"
"Olfml1"	"244198"	"olfactomedin-like 1"
"Gprc5c"	"70355"	"G protein-coupled receptor, family C, group 5, member C"
"Or6d14"	"258754"	"olfactory receptor family 6 subfamily D member 14"
"P4ha3"	"320452"	"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III"
"Spink14"	"433178"	"serine peptidase inhibitor, Kazal type 14"
"Or6f2"	"258511"	"olfactory receptor family 6 subfamily F member 2"
"1700014D04Rik"	"102638268"	"RIKEN cDNA 1700014D04 gene"
"Gja10"	"14610"	"gap junction protein, alpha 10"
"Fbll1"	"237730"	"fibrillarin-like 1"
"Mb21d2"	"239796"	"Mab-21 domain containing 2"
"Lingo3"	"237403"	"leucine rich repeat and Ig domain containing 3"
"4930579K19Rik"	"-"	"-"
"Vtcn1"	"242122"	"V-set domain containing T cell activation inhibitor 1"
"Rgs13"	"246709"	"regulator of G-protein signaling 13"
"Gm4847"	"226604"	"predicted gene 4847"
"Or6x1"	"258608"	"olfactory receptor family 6 subfamily X member 1"
"Mblac2"	"72852"	"metallo-beta-lactamase domain containing 2"
"Sv2c"	"75209"	"synaptic vesicle glycoprotein 2c"
"Garin5a"	"75538"	"golgi associated RAB2 interactor 5A"
"Gm8121"	"-"	"-"
"Or7d10"	"258336"	"olfactory receptor family 7 subfamily D member 10"
"Gimap9"	"317758"	"GTPase, IMAP family member 9"
"Gm6293"	"-"	"-"
"Ghsr"	"208188"	"growth hormone secretagogue receptor"
"Camk2n2"	"73047"	"calcium/calmodulin-dependent protein kinase II inhibitor 2"
"Nat2"	"17961"	"N-acetyltransferase 2 (arylamine N-acetyltransferase)"
"Adnp"	"11538"	"activity-dependent neuroprotective protein"
"Tas2r105"	"57252"	"taste receptor, type 2, member 105"
"Commd3"	"12238"	"COMM domain containing 3"
"Or10q1b"	"258342"	"olfactory receptor family 10 subfamily Q member 1B"
"Cited1"	"12705"	"Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1"
"Or7g33"	"258908"	"olfactory receptor family 7 subfamily G member 33"
"Eml5"	"319670"	"echinoderm microtubule associated protein like 5"
"Rpusd3"	"101122"	"RNA pseudouridylate synthase domain containing 3"
"Or52e15"	"258755"	"olfactory receptor family 52 subfamily E member 15"
"Zfp42"	"22702"	"zinc finger protein 42"
"Plcb1"	"18795"	"phospholipase C, beta 1"
"Or6ae1"	"258954"	"olfactory receptor family 6 subfamily AE member 1"
"Or52ac1"	"258817"	"olfactory receptor family 52 subfamily AC member 1"
"Zfp524"	"66056"	"zinc finger protein 524"
"Fam174a"	"67698"	"family with sequence similarity 174, member A"
"Or7c70"	"258305"	"olfactory receptor family 7 subfamily C member 70"
"4930548G14Rik"	"75281"	"RIKEN cDNA 4930548G14 gene"
"Or5e1"	"258718"	"olfactory receptor family 5 subfamily E member 1"
"Mrgprd"	"211578"	"MAS-related GPR, member D"
"Gpr119"	"236781"	"G-protein coupled receptor 119"
"Gpr183"	"321019"	"G protein-coupled receptor 183"
"Ercc6l"	"236930"	"excision repair cross-complementing rodent repair deficiency complementation group 6 like"
"Bzw1"	"66882"	"basic leucine zipper and W2 domains 1"
"Tceanc"	"245695"	"transcription elongation factor A (SII) N-terminal and central domain containing"
"Fam83a"	"239463"	"family with sequence similarity 83, member A"
"Nyx"	"236690"	"nyctalopin"
"Tmem199"	"195040"	"transmembrane protein 199"
"Rnf7"	"19823"	"ring finger protein 7"
"Gen1"	"209334"	"GEN1, Holliday junction 5' flap endonuclease"
"Msrb3"	"320183"	"methionine sulfoxide reductase B3"
"9230109A22Rik"	"-"	"-"
"Swsap1"	"66962"	"SWIM type zinc finger 7 associated protein 1"
"Pcdhb9"	"93880"	"protocadherin beta 9"
"Islr2"	"320563"	"immunoglobulin superfamily containing leucine-rich repeat 2"
"Msantd1"	"403174"	"Myb/SANT-like DNA-binding domain containing 1"
"Nhlh1"	"18071"	"nescient helix loop helix 1"
"Gm6563"	"-"	"-"
"Jagn1"	"67767"	"jagunal homolog 1"
"Trap1a"	"22037"	"tumor rejection antigen P1A"
"Or2w4"	"258739"	"olfactory receptor family 2 subfamily W member 4"
"Nat8f3"	"93674"	"N-acetyltransferase 8 (GCN5-related) family member 3"
"Actrt2"	"73353"	"actin-related protein T2"
"Zgrf1"	"71643"	"zinc finger, GRF-type containing 1"
"Gdf6"	"242316"	"growth differentiation factor 6"
"Pcmtd1"	"319263"	"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1"
"9630028B13Rik"	"319562"	"RIKEN cDNA 9630028B13 gene"
"2410124H12Rik"	"-"	"-"
"Usp42"	"76800"	"ubiquitin specific peptidase 42"
"Or4c127"	"258976"	"olfactory receptor family 4 subfamily C member 127"
"Ffar2"	"233079"	"free fatty acid receptor 2"
"Taf7"	"24074"	"TATA-box binding protein associated factor 7"
"Mtln"	"67885"	"mitoregulin"
"Pcdh19"	"279653"	"protocadherin 19"
"Nup160"	"59015"	"nucleoporin 160"
"Cacna1c"	"12288"	"calcium channel, voltage-dependent, L type, alpha 1C subunit"
"Gfod1"	"328232"	"glucose-fructose oxidoreductase domain containing 1"
"2900026A02Rik"	"243219"	"RIKEN cDNA 2900026A02 gene"
"Or51a24"	"258247"	"olfactory receptor family 51 subfamily A member 24"
"Zfp52"	"22710"	"zinc finger protein 52"
"Rab11fip5"	"52055"	"RAB11 family interacting protein 5 (class I)"
"Plekhm3"	"241075"	"pleckstrin homology domain containing, family M, member 3"
"Spryd4"	"66701"	"SPRY domain containing 4"
"Zfp46"	"22704"	"zinc finger protein 46"
"Samd3"	"268288"	"sterile alpha motif domain containing 3"
"Commd1"	"17846"	"COMM domain containing 1"
"Ncald"	"52589"	"neurocalcin delta"
"6030498E09Rik"	"77883"	"RIKEN cDNA 6030498E09 gene"
"Or52e2"	"259054"	"olfactory receptor family 52 subfamily E member 2"
"Six1"	"20471"	"sine oculis-related homeobox 1"
"Plpp7"	"227721"	"phospholipid phosphatase 7 (inactive)"
"Pcdh1"	"75599"	"protocadherin 1"
"Kif18b"	"70218"	"kinesin family member 18B"
"Flrt3"	"71436"	"fibronectin leucine rich transmembrane protein 3"
"Zbtb22"	"81630"	"zinc finger and BTB domain containing 22"
"Ywhag"	"22628"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide"
"Or13l2"	"258272"	"olfactory receptor family 13 subfamily L member 2"
"Msantd7"	"119065974"	"Myb/SANT DNA binding domain containing 7"
"Tacstd2"	"56753"	"tumor-associated calcium signal transducer 2"
"Kctd16"	"383348"	"potassium channel tetramerisation domain containing 16"
"Ppp1r37"	"232947"	"protein phosphatase 1, regulatory subunit 37"
"Plagl2"	"54711"	"pleiomorphic adenoma gene-like 2"
"Or7g17"	"259070"	"olfactory receptor family 7 subfamily G member 17"
"Or4p22"	"258820"	"olfactory receptor family 4 subfamily P member 22"
"Ccdc157"	"216516"	"coiled-coil domain containing 157"
"Gpr87"	"84111"	"G protein-coupled receptor 87"
"Fhad1"	"329977"	"forkhead-associated (FHA) phosphopeptide binding domain 1"
"Ubqlnl"	"244179"	"ubiquilin-like"
"Cd14"	"12475"	"CD14 antigen"
"Bbs12"	"241950"	"Bardet-Biedl syndrome 12 (human)"
"Crebzf"	"233490"	"CREB/ATF bZIP transcription factor"
"Gm11437"	"628813"	"predicted gene 11437"
"Meioc"	"268491"	"meiosis specific with coiled-coil domain"
"Hspb3"	"56534"	"heat shock protein 3"
"Spn"	"20737"	"sialophorin"
"Zfp24"	"59057"	"zinc finger protein 24"
"Krtap31-2"	"432602"	"keratin associated protein 31-2"
"Cbr1"	"12408"	"carbonyl reductase 1"
"Pcdhb11"	"93882"	"protocadherin beta 11"
"Foxd4"	"14237"	"forkhead box D4"
"Or8d6"	"259111"	"olfactory receptor family 8 subfamily D member 6"
"Irf2bp2"	"270110"	"interferon regulatory factor 2 binding protein 2"
"Kcnj16"	"16517"	"potassium inwardly-rectifying channel, subfamily J, member 16"
"Tlr6"	"21899"	"toll-like receptor 6"
"Zfp786"	"330301"	"zinc finger protein 786"
"Ufsp1"	"70240"	"UFM1-specific peptidase 1"
"Ccdc121rt3"	"625424"	"coiled-coil domain containing 121, retrogene 3"
"Siglech"	"233274"	"sialic acid binding Ig-like lectin H"
"Wdfy4"	"545030"	"WD repeat and FYVE domain containing 4"
"Or6p1"	"258756"	"olfactory receptor family 6 subfamily P member 1"
"Mafg"	"17134"	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)"
"Fam181b"	"58238"	"family with sequence similarity 181, member B"
"Arhgef39"	"230098"	"Rho guanine nucleotide exchange factor (GEF) 39"
"Rps19bp1"	"66538"	"ribosomal protein S19 binding protein 1"
"Usp29"	"57775"	"ubiquitin specific peptidase 29"
"Or6k4"	"258716"	"olfactory receptor family 6 subfamily K member 4"
"Gm6365"	"-"	"-"
"Zfp579"	"68490"	"zinc finger protein 579"
"Pusl1"	"433813"	"pseudouridylate synthase-like 1"
"Tceal8"	"66684"	"transcription elongation factor A (SII)-like 8"
"Otud6a"	"408193"	"OTU domain containing 6A"
"Mical3"	"194401"	"microtubule associated monooxygenase, calponin and LIM domain containing 3"
"Map3k19"	"22625"	"mitogen-activated protein kinase kinase kinase 19"
"Or2ag15"	"258592"	"olfactory receptor family 2 subfamily AG member 15"
"Ccnb3"	"209091"	"cyclin B3"
"Or13c25"	"258836"	"olfactory receptor family 13 subfamily C member 25"
"Otop1"	"21906"	"otopetrin 1"
"Pcdhb2"	"93873"	"protocadherin beta 2"
"2010001K21Rik"	"-"	"-"
"Or14j9"	"258096"	"olfactory receptor family 14 subfamily J member 9"
"Rap2a"	"76108"	"RAS related protein 2a"
"C230029F24Rik"	"442837"	"RIKEN cDNA C230029F24 gene"
"Krt9"	"107656"	"keratin 9"
"Ubqln3"	"244178"	"ubiquilin 3"
"H1f4"	"50709"	"H1.4 linker histone, cluster member"
"Gm9857"	"-"	"-"
"Fbl-ps2"	"-"	"-"
"Kctd19"	"279499"	"potassium channel tetramerisation domain containing 19"
"B3gnt2"	"53625"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
"Lrrc3"	"237387"	"leucine rich repeat containing 3"
"Pcdhb1"	"93872"	"protocadherin beta 1"
"AU021092"	"239691"	"expressed sequence AU021092"
"Coa6"	"67892"	"cytochrome c oxidase assembly factor 6"
"Dcun1d4"	"100737"	"DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)"
"Trim32"	"69807"	"tripartite motif-containing 32"
"Pcdhb6"	"93877"	"protocadherin beta 6"
"Or2ag12"	"258445"	"olfactory receptor family 2 subfamily AG member 12"
"Treml4"	"224840"	"triggering receptor expressed on myeloid cells-like 4"
"Vmn1r73"	"171237"	"vomeronasal 1 receptor 73"
"Pcbp1"	"23983"	"poly(rC) binding protein 1"
"Tmem198"	"319998"	"transmembrane protein 198"
"Senp8"	"71599"	"SUMO peptidase family member, NEDD8 specific"
"Or13ae2"	"258393"	"olfactory receptor family 13 subfamily AE member 2"
"Apon"	"28194"	"apolipoprotein N"
"Wdcp"	"238037"	"WD repeat and coiled coil containing"
"Rpl31-ps13"	"-"	"-"
"Kcnf1"	"382571"	"potassium voltage-gated channel, subfamily F, member 1"
"Kctd14"	"233529"	"potassium channel tetramerisation domain containing 14"
"Fam243"	"75328"	"family with sequence similarity 243"
"Gm5087"	"328354"	"predicted gene 5087"
"Mettl5"	"75422"	"methyltransferase 5, N6-adenosine"
"Pabpc2"	"18459"	"poly(A) binding protein, cytoplasmic 2"
"Rinl"	"320435"	"Ras and Rab interactor-like"
"Fam229b"	"66337"	"family with sequence similarity 229, member B"
"Ttn"	"22138"	"titin"
"Wfdc21"	"66107"	"WAP four-disulfide core domain 21"
"4930544M13Rik"	"75161"	"RIKEN cDNA 4930544M13 gene"
"Xrcc1"	"22594"	"X-ray repair complementing defective repair in Chinese hamster cells 1"
"Wfdc15a"	"68221"	"WAP four-disulfide core domain 15A"
"Iqcj"	"208426"	"IQ motif containing J"
"Tubgcp6"	"328580"	"tubulin, gamma complex associated protein 6"
"4930564D02Rik"	"75269"	"RIKEN cDNA 4930564D02 gene"
"Nlgn2"	"216856"	"neuroligin 2"
"Or8s5"	"258278"	"olfactory receptor family 8 subfamily S member 5"
"Krtap19-5"	"16704"	"keratin associated protein 19-5"
"Adam6b"	"238405"	"a disintegrin and metallopeptidase domain 6B"
"A530095I07Rik"	"-"	"-"
"Cox6b2"	"333182"	"cytochrome c oxidase subunit 6B2"
"Sox12"	"20667"	"SRY (sex determining region Y)-box 12"
"Rhox2a"	"75199"	"reproductive homeobox 2A"
"E230016K23Rik"	"100504464"	"RIKEN cDNA E230016K23 gene"
"Gypa"	"14934"	"glycophorin A"
"B230319C09Rik"	"320775"	"RIKEN cDNA B230319C09 gene"
"Rtl8c"	"72865"	"retrotransposon Gag like 8C"
"Arf3"	"11842"	"ADP-ribosylation factor 3"
"Mest"	"17294"	"mesoderm specific transcript"
"Samd7"	"75953"	"sterile alpha motif domain containing 7"
"Tbc1d22a"	"223754"	"TBC1 domain family, member 22a"
"Vmn2r72"	"244114"	"vomeronasal 2, receptor 72"
"Krt71"	"56735"	"keratin 71"
"Or52n1"	"-"	"-"
"Klhdc1"	"271005"	"kelch domain containing 1"
"Tex37"	"74221"	"testis expressed 37"
"Abca16"	"233810"	"ATP-binding cassette, sub-family A (ABC1), member 16"
"Cd209f"	"69142"	"CD209f antigen"
"Sox6"	"20679"	"SRY (sex determining region Y)-box 6"
"Tas2r144"	"387515"	"taste receptor, type 2, member 144"
"Rspo2"	"239405"	"R-spondin 2"
"Spats2"	"72572"	"spermatogenesis associated, serine-rich 2"
"Prss58"	"232717"	"protease, serine 58"
"5031410I06Rik"	"381622"	"RIKEN cDNA 5031410I06 gene"
"B3glct"	"381694"	"beta-3-glucosyltransferase"
"Xkr4"	"497097"	"X-linked Kx blood group related 4"
"Or7c19"	"258858"	"olfactory receptor family 7 subfamily C member 19"
"Rnf133"	"386611"	"ring finger protein 133"
"Nanos2"	"378430"	"nanos C2HC-type zinc finger 2"
"Tlr11"	"239081"	"toll-like receptor 11"
"Prdm9"	"213389"	"PR domain containing 9"
"Erich1"	"234086"	"glutamate rich 1"
"Casr"	"12374"	"calcium-sensing receptor"
"Sec31b"	"240667"	"SEC31 homolog B, COPII coat complex component"
"Igfn1"	"226438"	"immunoglobulin-like and fibronectin type III domain containing 1"
"A530006G24Rik"	"381384"	"RIKEN cDNA A530006G24 gene"
"Smim11"	"68936"	"small integral membrane protein 11"
"Lax1"	"240754"	"lymphocyte transmembrane adaptor 1"
"Or10p1"	"258933"	"olfactory receptor family 10 subfamily P member 1"
"Btla"	"208154"	"B and T lymphocyte associated"
"A330070K13Rik"	"381673"	"RIKEN cDNA A330070K13 gene"
"Ppp1r2-ps7"	"-"	"-"
"Slc6a7"	"240332"	"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7"
"Tagap1"	"380608"	"T cell activation GTPase activating protein 1"
"Pfdn4"	"109054"	"prefoldin 4"
"Klf13"	"50794"	"Kruppel-like transcription factor 13"
"Zfp217"	"228913"	"zinc finger protein 217"
"Or8b42"	"258028"	"olfactory receptor family 8 subfamily B member 42"
"Pard3b"	"72823"	"par-3 family cell polarity regulator beta"
"1700029F12Rik"	"66479"	"RIKEN cDNA 1700029F12 gene"
"Dock8"	"76088"	"dedicator of cytokinesis 8"
"Rgs14"	"51791"	"regulator of G-protein signaling 14"
"Prss51"	"100504162"	"protease, serine 51"
"Gnpda1"	"26384"	"glucosamine-6-phosphate deaminase 1"
"Mtcl1"	"68617"	"microtubule crosslinking factor 1"
"D630039A03Rik"	"242484"	"RIKEN cDNA D630039A03 gene"
"F730043M19Rik"	"320046"	"RIKEN cDNA F730043M19 gene"
"Akr1b7"	"11997"	"aldo-keto reductase family 1, member B7"
"Sema5b"	"20357"	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B"
"Foxo6"	"329934"	"forkhead box O6"
"Rbm12b2"	"77604"	"RNA binding motif protein 12 B2"
"Babam2"	"107976"	"BRISC and BRCA1 A complex member 2"
"Rasal3"	"320484"	"RAS protein activator like 3"
"Gm9869"	"-"	"-"
"Ppp4r2"	"232314"	"protein phosphatase 4, regulatory subunit 2"
"Rps10"	"67097"	"ribosomal protein S10"
"Plpp2"	"50784"	"phospholipid phosphatase 2"
"Gm9870"	"-"	"-"
"Acvr2a"	"11480"	"activin receptor IIA"
"Gm650"	"-"	"-"
"Pld4"	"104759"	"phospholipase D family, member 4"
"Serpinb6c"	"97848"	"serine (or cysteine) peptidase inhibitor, clade B, member 6c"
"Or7g30"	"258520"	"olfactory receptor family 7 subfamily G member 30"
"Hbb-y"	"15135"	"hemoglobin Y, beta-like embryonic chain"
"Gm14964"	"-"	"-"
"Gm5963"	"-"	"-"
"Cd177"	"68891"	"CD177 antigen"
"Opa3"	"403187"	"optic atrophy 3"
"Hbb-bh1"	"15132"	"hemoglobin Z, beta-like embryonic chain"
"Ppp1r36"	"210762"	"protein phosphatase 1, regulatory subunit 36"
"Gpr17"	"574402"	"G protein-coupled receptor 17"
"Epx"	"13861"	"eosinophil peroxidase"
"Gm9871"	"207157"	"predicted gene 9871"
"Zeb2os"	"433424"	"zinc finger E-box binding homeobox 2, opposite strand"
"Zfp622"	"52521"	"zinc finger protein 622"
"Fpr2"	"14289"	"formyl peptide receptor 2"
"Bhlha15"	"17341"	"basic helix-loop-helix family, member a15"
"Dnah3"	"381917"	"dynein, axonemal, heavy chain 3"
"Ostn"	"239790"	"osteocrin"
"Tspan32os"	"-"	"-"
"5330438D12Rik"	"102633868"	"RIKEN cDNA 5330438D12 gene"
"Taf9"	"108143"	"TATA-box binding protein associated factor 9"
"8030423F21Rik"	"211001"	"RIKEN cDNA 8030423F21 gene"
"Ppp6r1"	"243819"	"protein phosphatase 6, regulatory subunit 1"
"Cdc42se2"	"72729"	"CDC42 small effector 2"
"Ltn1"	"78913"	"listerin E3 ubiquitin protein ligase 1"
"Doc2a"	"13446"	"double C2, alpha"
"Tbc1d30"	"74694"	"TBC1 domain family, member 30"
"Mrgpra6"	"381886"	"MAS-related GPR, member A6"
"Hbb-bs"	"100503605"	"hemoglobin, beta adult s chain"
"Slc39a1"	"30791"	"solute carrier family 39 (zinc transporter), member 1"
"Lrrc15"	"74488"	"leucine rich repeat containing 15"
"Ankrd44"	"329154"	"ankyrin repeat domain 44"
"1700024B05Rik"	"100503856"	"RIKEN cDNA 1700024B05 gene"
"Cx3cr1"	"13051"	"chemokine (C-X3-C motif) receptor 1"
"Immt"	"76614"	"inner membrane protein, mitochondrial"
"Cemip"	"80982"	"cell migration inducing protein, hyaluronan binding"
"Zdhhc19"	"245308"	"zinc finger, DHHC domain containing 19"
"B630019K06Rik"	"-"	"-"
"Gm9873"	"-"	"-"
"Tmem106c"	"380967"	"transmembrane protein 106C"
"Hoxd3os1"	"-"	"-"
"Il1rapl1"	"331461"	"interleukin 1 receptor accessory protein-like 1"
"Mpp3"	"13384"	"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)"
"Actn2"	"11472"	"actinin alpha 2"
"4921508M14Rik"	"-"	"-"
"Rnase9"	"328401"	"ribonuclease, RNase A family, 9 (non-active)"
"Nrros"	"224109"	"negative regulator of reactive oxygen species"
"Trpm3"	"226025"	"transient receptor potential cation channel, subfamily M, member 3"
"Acot4"	"171282"	"acyl-CoA thioesterase 4"
"Rft1"	"328370"	"RFT1 homolog"
"Mogat2"	"233549"	"monoacylglycerol O-acyltransferase 2"
"Ezr"	"22350"	"ezrin"
"Fcnaos"	"-"	"-"
"Rexo4"	"227656"	"REX4, 3'-5' exonuclease"
"Ccdc171"	"320226"	"coiled-coil domain containing 171"
"Gm28047"	"-"	"-"
"Tchh"	"99681"	"trichohyalin"
"Or2t6"	"258387"	"olfactory receptor family 2 subfamily T member 6"
"Smim30"	"66520"	"small integral membrane protein 30"
"B4galt3"	"57370"	"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3"
"Tmco1"	"68944"	"transmembrane and coiled-coil domains 1"
"Bmpr1b"	"12167"	"bone morphogenetic protein receptor, type 1B"
"Cebpe"	"110794"	"CCAAT/enhancer binding protein (C/EBP), epsilon"
"Zfp961"	"234413"	"zinc finger protein 961"
"Get3"	"56495"	"guided entry of tail-anchored proteins factor 3, ATPase"
"Atp6v1a"	"11964"	"ATPase, H+ transporting, lysosomal V1 subunit A"
"Pmp2"	"18857"	"peripheral myelin protein 2"
"Tcp10c"	"100041352"	"t-complex protein 10c"
"Sp140l2"	"620078"	"Sp140 nuclear body protein like 2"
"A330008L17Rik"	"234624"	"RIKEN cDNA A330008L17 gene"
"Gm8174"	"-"	"-"
"Tmem171"	"380863"	"transmembrane protein 171"
"Cherp"	"27967"	"calcium homeostasis endoplasmic reticulum protein"
"Pkdrej"	"18766"	"polycystin (PKD) family receptor for egg jelly"
"Epha3"	"13837"	"Eph receptor A3"
"Or12j5"	"258513"	"olfactory receptor family 12 subfamily J member 5"
"Nav2"	"78286"	"neuron navigator 2"
"Robo2"	"268902"	"roundabout guidance receptor 2"
"Cyp2j5"	"13109"	"cytochrome P450, family 2, subfamily j, polypeptide 5"
"Spdya"	"70891"	"speedy/RINGO cell cycle regulator family, member A"
"Nup188"	"227699"	"nucleoporin 188"
"Pbx1"	"18514"	"pre B cell leukemia homeobox 1"
"Or5ac16"	"258036"	"olfactory receptor family 5 subfamily AC member 16"
"Magi3"	"99470"	"membrane associated guanylate kinase, WW and PDZ domain containing 3"
"St6galnac3"	"20447"	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"Arl13a"	"74448"	"ADP-ribosylation factor-like 13A"
"Adarb2"	"94191"	"adenosine deaminase, RNA-specific, B2"
"Defb34"	"360211"	"defensin beta 34"
"Gan"	"209239"	"giant axonal neuropathy"
"Cpne8"	"66871"	"copine VIII"
"Slc22a30"	"319800"	"solute carrier family 22, member 30"
"D930048N14Rik"	"97775"	"RIKEN cDNA D930048N14 gene"
"H1f3"	"14957"	"H1.3 linker histone, cluster member"
"Hook2"	"170833"	"hook microtubule tethering protein 2"
"Dlg2"	"23859"	"discs large MAGUK scaffold protein 2"
"Lrrtm4"	"243499"	"leucine rich repeat transmembrane neuronal 4"
"Serp2"	"72661"	"stress-associated endoplasmic reticulum protein family member 2"
"Adam17"	"11491"	"a disintegrin and metallopeptidase domain 17"
"A1cf"	"69865"	"APOBEC1 complementation factor"
"Isoc2b"	"67441"	"isochorismatase domain containing 2b"
"Plekhg3"	"263406"	"pleckstrin homology domain containing, family G (with RhoGef domain) member 3"
"Pcdh15"	"11994"	"protocadherin 15"
"Terb1"	"320022"	"telomere repeat binding bouquet formation protein 1"
"Or7g32"	"258907"	"olfactory receptor family 7 subfamily G member 32"
"Gm9885"	"-"	"-"
"Sh2d6"	"71130"	"SH2 domain containing 6"
"Asap2"	"211914"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
"Lypd9"	"403200"	"LY6/PLAUR domain containing 9"
"Rnf103"	"22644"	"ring finger protein 103"
"5830454E08Rik"	"76100"	"RIKEN cDNA 5830454E08 gene"
"Gm9887"	"-"	"-"
"Zfp112"	"57745"	"zinc finger protein 112"
"Zmat1"	"215693"	"zinc finger, matrin type 1"
"Rap1b"	"215449"	"RAS related protein 1b"
"Jun"	"16476"	"jun proto-oncogene"
"Rab7b"	"226421"	"RAB7B, member RAS oncogene family"
"Tln2"	"70549"	"talin 2"
"Tnrc6a"	"233833"	"trinucleotide repeat containing 6a"
"BC004004"	"80748"	"cDNA sequence BC004004"
"Zfp608"	"269023"	"zinc finger protein 608"
"Gm9888"	"-"	"-"
"Kcnt2"	"240776"	"potassium channel, subfamily T, member 2"
"Map1b"	"17755"	"microtubule-associated protein 1B"
"Gm5111"	"330305"	"predicted gene 5111"
"Klrc2"	"16642"	"killer cell lectin-like receptor subfamily C, member 2"
"Suclg1"	"56451"	"succinate-CoA ligase, GDP-forming, alpha subunit"
"Swt1"	"66875"	"SWT1 RNA endoribonuclease homolog (S. cerevisiae)"
"Trim30b"	"102640171"	"tripartite motif-containing 30B"
"Repin1"	"58887"	"replication initiator 1"
"Traf7"	"224619"	"TNF receptor-associated factor 7"
"Gpr25"	"383563"	"G protein-coupled receptor 25"
"A630001G21Rik"	"319997"	"RIKEN cDNA A630001G21 gene"
"Zfp212"	"232784"	"Zinc finger protein 212"
"Gm12703"	"-"	"-"
"Gm9889"	"-"	"-"
"Oas1a"	"246730"	"2'-5' oligoadenylate synthetase 1A"
"Grk4"	"14772"	"G protein-coupled receptor kinase 4"
"Or51h7"	"-"	"-"
"Gm9890"	"-"	"-"
"1700030K09Rik"	"72254"	"RIKEN cDNA 1700030K09 gene"
"Nup107"	"103468"	"nucleoporin 107"
"Atad2b"	"320817"	"ATPase family, AAA domain containing 2B"
"Or6c76b"	"258252"	"olfactory receptor family 6 subfamily C member 76B"
"Best2"	"212989"	"bestrophin 2"
"Cysltr1"	"58861"	"cysteinyl leukotriene receptor 1"
"Gm9892"	"-"	"-"
"Sae1"	"56459"	"SUMO1 activating enzyme subunit 1"
"Junb"	"16477"	"jun B proto-oncogene"
"C130026L21Rik"	"330164"	"RIKEN cDNA C130026L21 gene"
"Tas2r137"	"574417"	"taste receptor, type 2, member 137"
"Reep1"	"52250"	"receptor accessory protein 1"
"Nrk"	"27206"	"Nik related kinase"
"Dnah6"	"330355"	"dynein, axonemal, heavy chain 6"
"Gm13619"	"-"	"-"
"Prkcb"	"18751"	"protein kinase C, beta"
"Ubxn8"	"108159"	"UBX domain protein 8"
"Gm9894"	"-"	"-"
"Lamb2"	"16779"	"laminin, beta 2"
"Smarca5-ps"	"-"	"-"
"Cyp2j6"	"13110"	"cytochrome P450, family 2, subfamily j, polypeptide 6"
"Msl1"	"74026"	"male specific lethal 1"
"Senp7"	"66315"	"SUMO1/sentrin specific peptidase 7"
"Prkg1"	"19091"	"protein kinase, cGMP-dependent, type I"
"Arhgef15"	"442801"	"Rho guanine nucleotide exchange factor (GEF) 15"
"Bpi"	"329547"	"bactericidal permeablility increasing protein"
"Rnaseh2a"	"69724"	"ribonuclease H2, large subunit"
"Ctif"	"269037"	"CBP80/20-dependent translation initiation factor"
"Fbxo31"	"76454"	"F-box protein 31"
"Glis3"	"226075"	"GLIS family zinc finger 3"
"Rnf157"	"217340"	"ring finger protein 157"
"C130021I20Rik"	"-"	"-"
"Cpvl"	"71287"	"carboxypeptidase, vitellogenic-like"
"Gas1"	"14451"	"growth arrest specific 1"
"Mrpl35"	"66223"	"mitochondrial ribosomal protein L35"
"Cyp2f2"	"13107"	"cytochrome P450, family 2, subfamily f, polypeptide 2"
"Ube2ql1"	"76980"	"ubiquitin-conjugating enzyme E2Q family-like 1"
"Uba2"	"50995"	"ubiquitin-like modifier activating enzyme 2"
"Hrh1"	"15465"	"histamine receptor H1"
"Creb5"	"231991"	"cAMP responsive element binding protein 5"
"Krcc1"	"57896"	"lysine-rich coiled-coil 1"
"Cntn2"	"21367"	"contactin 2"
"Sv2b"	"64176"	"synaptic vesicle glycoprotein 2b"
"Spink2"	"69982"	"serine peptidase inhibitor, Kazal type 2"
"Gm6180"	"-"	"-"
